V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Amount,Class
4.295170495996678,-0.29543193092007736,0.33126903266355523,-1.7659128908268718,7.456391176667449,2.4226864701160205,-4.007571555748349,0.87824219707726,-3.173271986411258,-3.146970640397657,-2.8254790514121946,-3.55725346467381,1.673331705499181,4.725162800587727,2.3724696556050735,-6.037643739611712,16.632676153457403,0.0027431837790515834,-0.6818617022228297,-5.343258701982941,3.623535479614712,1.3268037329337634,-1.6416224637466919,4.2430080293337555,4.607337401168497,-3.2670498197998814,1.4002294367998736,0.9221963161872859,2.9888373025152717,-4.504314145620361,0.17345324088800293,0
-2.2177393619801746,0.5530573961923699,-2.8381089552473444,2.8661426284155374,-5.226803848290119,-0.9944998248949541,-0.17485704002618796,3.532283090930851,3.240517141944144,0.9358002672378951,1.2835461739386724,1.9770488545607392,-2.888470664647306,-0.298752045797378,0.9232140888220308,0.7414443508706818,8.826874974144062,2.830091258295928,2.7108166663161493,3.6905336866631107,-0.8651278656737362,-5.6060547135452,0.9899900101845277,3.0559884892601312,0.5564933470973693,-2.6268483993495595,-3.0047720206545483,-1.6927334515778643,1.950958200627442,-0.10657883029150628,-0.14415660829552035,0
-4.896775636584816,1.7464486785768008,-5.363752624214961,1.680077875603381,1.996803756201012,-0.981485255826108,-2.232593485273712,4.167781635107559,-1.97913179101615,-3.9641033116337896,14.216530292191067,-3.700723095339761,-2.1594693049308837,-4.581759003507459,-0.558367172948101,0.11032518021900839,14.998384233841067,2.707502773307695,-1.1558903950016433,-5.939120264060136,2.7220159137533715,1.69432463670314,-1.9953976023263562,-4.623460909255145,-3.793172619038282,-2.788444333058864,-0.731773709982392,3.2479381220759027,0.9171657544241802,1.189832641913049,0.24897936250487232,0
4.185341409393215,-2.2177752824100088,-4.5494193416318565,1.936807776001681,-11.098713456538126,-2.868444270629827,0.4947118057194737,-4.886552349398653,0.1394546893576185,6.601044430669855,-11.63116143111133,-5.428590483104981,-4.35053558325138,5.774788230331749,-0.24654004288231124,0.7157603742079155,-3.630458686106461,-0.12115182368097077,0.45688060727616536,2.6126998394347343,-4.292004169757198,-2.2832495436196494,5.708169129941638,-4.376897530536899,4.770748162397935,2.1409765029615517,2.0066788387936234,2.8935721488053137,-1.2178334591457454,0.35219419600499857,0.686880815985462,0
2.796366972761094,1.7383444449041157,-5.2418838000779475,1.842016076358937,-6.455630861362077,5.698516208796782,-1.5421750085372825,1.9856274347692482,0.7887999543806483,-3.6511656419576406,13.779981398113446,0.09774996784125345,-3.1390593395416397,-0.03455636800502537,3.5480230274395526,3.9513908905808943,4.024616853692537,1.9853833663166325,3.3690284765816614,-4.89790094181306,4.023971217295237,7.283289754671995,2.717429788854278,-6.747555147826842,0.23258679947973404,-0.10831827695781993,-2.2897992097972137,1.2011074615512949,-0.8791047724538297,2.033519938908748,-0.1919231289207588,0
-2.128972453456677,-2.179123281444734,-0.46063037173516286,2.2034064752754468,-2.793527661205511,4.488049725291272,-1.2764981671953686,0.0507460234049083,-1.3522900468514756,2.391288940831938,-1.790340202926093,-4.758672158068108,2.3405042085018737,1.7860146668653325,2.385048515601171,-0.1480089948655574,7.109951362964032,2.481102812176264,1.4216240489032566,-0.7153277782825587,0.5123828738321621,-3.052535142531572,0.5622173719835101,2.3998456796937946,1.938760987846253,-1.7417171307423986,-0.5960366711237304,-0.5483458735284987,0.3081988518879659,1.1125117560382627,-0.1919231289207588,0
1.593060966530374,0.07516098936889093,2.3993545828098366,2.96714589187539,-12.756022549580067,-5.119664525521085,0.307633381081471,-0.04863713757200827,-0.46150108135316825,-0.7746464529753245,-4.6844340891794145,2.7361577994221635,-2.7498985864104446,9.408189194266521,2.9538545259082536,4.26965640381562,8.980170824484958,-0.4558392997648994,-1.7114744576643424,3.3118308837211528,0.5196467750300082,0.3348823663136924,0.396327185004212,-0.5008992386025226,1.8983268504868533,3.302940270205223,0.29386429292766425,4.9469585264042,0.9965337964413338,3.6861460527372554,0.7148905034725129,0
1.4616074686585476,-3.8967604973247916,0.1124718430750431,-3.9454204276030085,-7.987831049801545,0.04397827882559924,1.2103036901670337,-0.6860481349434646,-1.5250675494650925,0.4035955271237355,1.026672634489511,3.690997134924312,0.41763195721888435,6.508636690452375,-0.9490057600231236,2.6270204698969866,-14.269138317270858,-2.697815165766885,3.8829513016679664,-10.568899277129185,-1.7371363030910898,0.8065950024902946,5.568425041126565,1.7211759876613,3.915431432508476,-0.14775638341593278,-0.5056071031647957,-5.730918144010108,-9.607245803130391,0.8660889194178139,0.3090001214056954,0
-0.32179214997989525,2.120238535647071,0.17930135930664037,-0.5587029081156489,4.248485708894855,0.03635399029260422,2.4093460419139276,0.9551909359374458,-0.8017406894270287,0.542726604074075,3.480013576103354,0.8039909461105869,-4.1196272807640515,1.3965082250410876,-1.5305356193162727,1.7560834271031913,1.4861278754658547,3.8846354477174883,-2.9343022876533738,2.225147505335579,-2.1559081202994568,0.16737823647875572,-1.1402138733231209,-4.2556905218806085,-0.23135443804200873,0.4745048965601437,-0.7879424150453082,-0.45866031078229014,3.4213210560355005,1.109431873529445,-0.3097138682636245,0
-1.2445989699886206,-0.9665564341762352,-1.6060449288664607,-0.25411006587899543,-9.400952771886736,-4.127912908593318,3.3025722146938454,-3.6198642342864122,1.8013041636076494,-2.0880018625425327,7.439751259199598,0.20215835771567314,-1.0708496287093388,-9.955499841607764,2.079469052991751,1.4296115639247287,-1.3379118152239688,-3.5691116199811823,0.5906912030166251,-1.0877284192163839,4.092530832345249,1.9665077685678158,2.573798842356309,-1.5176228402700533,-0.57335402457691,-0.2593568824770667,0.2781809415372336,2.4152961869216254,2.491821479059781,-0.42342044204526025,0.19646119846665192,0
0.5961678372492167,-2.6529899667055434,0.16786663985056127,-2.6270314407243167,0.40780813360767193,1.1170529126541224,2.4343133988394796,-4.551131278162403,-2.5931703757426323,5.041443440330943,-4.780488315916241,2.6425483678982618,-0.8995781680034678,-11.95984686204108,-2.6163265991059275,-2.764627779035604,-16.445248084164707,-2.604535077160505,0.6435701418938178,5.435504372212566,2.960755109691042,1.3320964983322503,-2.4023144242163017,1.5703842105542345,-2.623644974391854,-2.0728933919045716,-1.6626836933752203,-0.7213271599541784,-3.53156914489405,-1.5205000228469665,-0.30671283031858343,0
1.6748091042409763,-4.208081382170382,-1.2653514666431345,-0.6820433578061715,-6.516103468316257,3.064041135266483,5.173338836706452,0.700283763237983,0.8128317415443411,4.5723541818566185,-1.3445397476675565,-0.07638938586522959,-5.570633433583981,5.036920289176669,1.3197424173256733,2.4603514416201273,-3.237392944779246,-0.3253264465711112,0.454687573457752,1.0160492242321604,-0.7528870403231642,-3.848415482475132,-2.2646711249578457,1.8573167323226796,-0.3625961969547835,-2.8332236182481747,1.1944456356746946,0.9805129382505418,-4.44882020163588,-1.785485684835971,-0.3077131763002638,0
